Plot,Side,Sex,Quadrat,Weight,Color
11,E,F,1,0.9341,plain
11,E,F,2,0.8149,plain
11,E,F,2,0.865,plain
11,E,F,2,1.6427,plain
11,E,F,2,0.1437,plain
11,E,F,2,0.2213,plain
11,E,F,2,0.2458,plain
11,E,F,2,0.5444,plain
11,E,F,3,0.4872,plain
11,E,F,3,0.1142,plain
11,E,F,3,0.1256,plain
11,E,F,3,0.0563,purple
11,E,F,3,0.0856,purple
11,E,F,4,0.3429,plain
11,E,F,4,0.3649,plain
11,E,F,4,0.7507,plain
11,E,F,4,0.1049,plain
11,E,F,4,0.1503,plain
11,E,F,4,0.1904,plain
11,E,F,4,0.0759,red
11,E,F,5,0.0804,blue
11,E,F,5,0.2421,plain
11,E,F,8,0.8047,plain
11,E,F,8,0.3987,plain
11,E,M,2,1.53,plain
11,E,M,2,0.2887,plain
11,E,M,2,0.1187,red
11,E,M,3,0.0324,purple
11,E,M,3,0.0341,purple
11,E,M,3,0.0942,purple
11,E,M,3,0.0192,red
11,E,M,4,1.7008,plain
11,E,M,4,0.1102,plain
11,E,M,4,0.1034,plain
11,E,M,4,0.2183,plain
11,E,M,4,0.0227,yellow
11,E,M,4,0.0404,yellow
11,E,M,4,0.0336,yellow
11,W,F,1,0.0693,plain
11,W,F,1,0.1525,plain
11,W,F,1,1.0545,plain
11,W,F,1,2.9692,plain
11,W,F,4,1.0237,plain
11,W,F,4,0.325,plain
11,W,F,5,0.0572,plain
11,W,F,5,0.0681,plain
11,W,F,5,0.1009,plain
11,W,F,5,0.1162,plain
11,W,F,5,0.1312,plain
11,W,F,5,0.1367,plain
11,W,F,5,0.1859,plain
11,W,F,5,0.4286,plain
11,W,F,5,0.4848,plain
11,W,F,5,0.1926,plain
11,W,F,5,0.0616,purple
11,W,F,5,0.109,purple
11,W,F,8,0.0853,purple
11,W,M,1,0.0502,plain
11,W,M,1,0.2662,plain
11,W,M,1,0.6646,plain
11,W,M,1,0.0671,plain
11,W,M,1,0.2817,plain
11,W,M,2,0.5803,plain
11,W,M,2,0.1048,plain
11,W,M,2,3.7508,plain
11,W,M,5,0.0349,blue
11,W,M,5,0.098,plain
11,W,M,5,0.0462,plain
11,W,M,5,0.0756,plain
11,W,M,5,0.109,plain
11,W,M,5,0.3163,plain
11,W,M,5,0.3425,plain
11,W,M,5,0.1573,plain
11,W,M,8,0.2667,plain
12,E,F,5,0.0155,red
12,E,F,8,0.29,plain
12,E,M,1,0.0197,plain
12,E,M,3,0.0036,red
12,E,M,4,0.0251,orange
12,E,U,8,0.0016,orange
12,E,U,8,0.0073,orange
12,E,U,8,0.0128,plain
12,W,U,2,0.0116,orange
13,E,F,1,0.1205,prism orange
13,W,F,5,4.2383,prism purple
13,W,F,8,0.4017,lime green
14,E,F,1,0.0594,lime green
14,E,F,1,0.287,lime green
14,E,F,1,0.1724,plain
14,E,F,1,0.0234,plain
14,E,F,1,0.0395,plain
14,E,F,1,0.0442,plain
14,E,F,1,0.0657,plain
14,E,F,1,0.1045,plain
14,E,F,1,0.1164,plain
14,E,F,1,0.1278,plain
14,E,F,1,0.5588,teal
14,E,F,1,1.2202,teal
14,E,F,1,1.8339,teal
14,E,F,1,0.1385,teal
14,E,F,1,0.3521,teal
14,E,F,1,0.0899,teal
14,E,F,1,0.1599,teal
14,E,F,1,0.1665,teal
14,E,F,1,0.1897,teal
14,E,F,1,0.343,teal
14,E,F,1,0.8855,teal
14,E,F,1,0.0321,yellow
14,E,F,1,0.0581,yellow
14,E,F,2,0.4057,green
14,E,F,2,0.473,green
14,E,F,2,0.4761,green
14,E,F,2,0.4834,green
14,E,F,2,0.5011,green
14,E,F,2,0.9159,green
14,E,F,2,1.2927,green
14,E,F,2,1.7617,green
14,E,F,2,0.0101,green
14,E,F,2,0.068,green
14,E,F,2,0.0922,green
14,E,F,2,0.1116,green
14,E,F,2,0.1443,green
14,E,F,2,0.1453,green
14,E,F,2,0.15,green
14,E,F,2,0.164,green
14,E,F,2,0.1783,green
14,E,F,2,0.1807,green
14,E,F,2,0.2039,green
14,E,F,2,0.309,green
14,E,F,2,0.3261,green
14,E,F,2,0.4993,green
14,E,F,2,0.5099,green
14,E,F,2,0.0359,plain
14,E,F,2,0.0548,plain
14,E,F,2,0.0748,plain
14,E,F,2,0.1081,plain
14,E,F,2,0.1491,plain
14,E,F,2,0.1906,plain
14,E,F,2,0.2113,plain
14,E,F,2,0.0615,prism red
14,E,F,2,0.0119,red
14,E,F,2,0.0141,red
14,E,F,2,0.0205,red
14,E,F,2,0.0223,red
14,E,F,2,0.0258,red
14,E,F,2,0.0488,red
14,E,F,2,0.063,red
14,E,F,2,0.0109,red
14,E,F,2,0.0205,red
14,E,F,2,0.0385,red
14,E,F,3,0.1361,green
14,E,F,3,0.2142,green
14,E,F,3,0.2518,green
14,E,F,3,0.2564,green
14,E,F,3,0.356,green
14,E,F,3,0.4454,green
14,E,F,3,0.4542,green
14,E,F,3,0.4576,green
14,E,F,3,0.4617,green
14,E,F,3,0.5032,green
14,E,F,3,0.5203,green
14,E,F,3,0.8632,green
14,E,F,3,1.0129,green
14,E,F,3,0.6702,green
14,E,F,3,0.7316,green
14,E,F,3,0.8005,green
14,E,F,3,0.8501,green
14,E,F,3,0.8866,green
14,E,F,3,0.9238,green
14,E,F,3,1.1152,green
14,E,F,3,1.2697,green
14,E,F,3,1.4057,green
14,E,F,3,0.0837,plain
14,E,F,3,0.0951,plain
14,E,F,3,0.0981,plain
14,E,F,3,0.214,plain
14,E,F,3,0.2727,plain
14,E,F,3,0.4803,plain
14,E,F,3,0.0529,plain
14,E,F,3,0.01,prism red
14,E,F,3,0.0346,prism red
14,E,F,3,0.0427,prism red
14,E,F,3,0.1646,prism red
14,E,F,3,0.1801,prism red
14,E,F,4,0.532,green
14,E,F,4,0.9074,green
14,E,F,4,3.5122,green
14,E,F,4,0.1603,green
14,E,F,4,0.0414,lime green
14,E,F,4,0.1394,lime green
14,E,F,4,0.0753,lime green
14,E,F,4,0.0878,lime green
14,E,F,5,1.3374,green
14,E,F,5,0.361,plain
14,E,F,6,0.1541,green
14,E,F,6,0.3152,green
14,E,F,6,0.6735,green
14,E,F,7,0.0059,yellow
14,E,F,7,0.0059,yellow
14,E,F,7,0.0099,yellow
14,E,F,8,0.0406,green
14,E,F,8,0.052,green
14,E,F,8,0.0746,green
14,E,F,8,0.1097,green
14,E,F,8,0.141,green
14,E,F,8,0.2517,green
14,E,F,8,0.366,green
14,E,F,8,0.5721,green
14,E,F,8,0.6364,green
14,E,F,8,0.1409,green
14,E,F,8,0.2885,green
14,E,F,8,0.8025,green
14,E,F,8,0.448,green
14,E,F,8,0.2508,green
14,E,F,8,0.2287,green
14,E,F,8,0.2217,green
14,E,F,8,0.1018,green
14,E,F,8,0.1382,green
14,E,F,8,0.1367,green
14,E,F,8,0.1957,green
14,E,F,8,0.4802,green
14,E,F,8,0.1489,lime green
14,E,F,8,0.0328,lime green
14,E,F,8,0.1866,lime green
14,E,F,8,0.024,plain
14,E,F,8,0.0257,plain
14,E,F,8,0.0559,plain
14,E,F,8,0.0639,plain
14,E,F,8,0.0849,plain
14,E,F,8,0.1084,plain
14,E,F,8,0.1143,plain
14,E,F,8,0.1385,plain
14,E,F,8,0.3245,plain
14,E,M,1,0.0154,lime green
14,E,M,1,0.0269,lime green
14,E,M,1,0.0848,teal
14,E,M,1,0.1223,teal
14,E,M,1,0.1258,teal
14,E,M,1,0.1842,teal
14,E,M,1,0.2472,teal
14,E,M,1,0.283,teal
14,E,M,1,0.3977,teal
14,E,M,1,0.5506,teal
14,E,M,2,0.2629,green
14,E,M,2,0.5826,green
14,E,M,2,0.0257,plain
14,E,M,2,0.0431,plain
14,E,M,2,0.0512,plain
14,E,M,2,0.0893,plain
14,E,M,2,0.0903,plain
14,E,M,2,0.1255,plain
14,E,M,2,0.2967,plain
14,E,M,2,0.0632,plain
14,E,M,2,0.1198,plain
14,E,M,3,0.0436,plain
14,E,M,3,0.0502,plain
14,E,M,3,0.0542,plain
14,E,M,3,0.0545,plain
14,E,M,3,0.0645,plain
14,E,M,3,0.0991,plain
14,E,M,3,0.1069,plain
14,E,M,3,0.1161,plain
14,E,M,3,0.1197,plain
14,E,M,3,0.1279,plain
14,E,M,3,0.1282,plain
14,E,M,3,0.1496,plain
14,E,M,3,0.1771,plain
14,E,M,3,0.2469,plain
14,E,M,3,0.2488,plain
14,E,M,3,0.3023,plain
14,E,M,3,0.3058,plain
14,E,M,3,0.4681,plain
14,E,M,3,0.0129,prism red
14,E,M,4,0.5543,green
14,E,M,4,0.8901,green
14,E,M,4,0.9051,green
14,E,M,4,0.0535,green
14,E,M,4,0.071,green
14,E,M,4,0.0205,lime green
14,E,M,7,0.0077,green
14,E,M,7,0.0249,green
14,E,M,7,0.0315,green
14,E,M,7,0.0103,lime green
14,E,M,8,0.0236,green
14,E,M,8,0.0322,green
14,E,M,8,0.0441,green
14,E,M,8,0.0498,green
14,E,M,8,0.0506,green
14,E,M,8,0.0593,green
14,E,M,8,0.068,green
14,E,M,8,0.0917,green
14,E,M,8,0.096,green
14,E,M,8,0.1142,green
14,E,M,8,0.1577,green
14,E,M,8,0.1871,green
14,E,M,8,0.2589,green
14,E,M,8,0.0716,green
14,E,M,8,0.0728,green
14,E,M,8,0.1263,green
14,E,M,8,0.1293,green
14,E,M,8,0.1849,green
14,E,M,8,0.1864,green
14,E,M,8,0.2465,green
14,E,M,8,0.4619,green
14,E,M,8,0.5082,green
14,E,M,8,0.0156,lime green
14,E,M,8,0.0215,lime green
14,E,M,8,0.027,lime green
14,E,M,8,0.0297,lime green
14,E,M,8,0.0371,lime green
14,E,M,8,0.0112,plain
14,E,M,8,0.0115,plain
14,E,M,8,0.0183,plain
14,E,M,8,0.026,plain
14,E,M,8,0.0298,plain
14,E,M,8,0.0345,plain
14,E,M,8,0.0354,plain
14,E,M,8,0.0483,plain
14,E,M,8,0.0513,plain
14,E,M,8,0.0518,plain
14,E,M,8,0.0962,plain
14,E,M,8,0.108,plain
14,E,M,8,0.2717,plain
14,E,M,8,0.0197,plain
14,E,M,8,0.0699,plain
14,E,M,8,0.1062,plain
14,E,U,1,0.0034,plain
14,E,U,1,0.0095,plain
14,E,U,1,0.0215,plain
14,E,U,1,0.0893,plain
14,E,U,2,0.221,green
14,E,U,3,0.004,bamboo green
14,E,U,3,0.0082,bamboo green
14,E,U,3,0.1257,green
14,E,U,3,0.0138,prism red
14,E,U,3,0.0142,prism red
14,E,U,3,0.0188,prism red
14,E,U,6,0.0491,green
14,E,U,6,0.0733,green
14,E,U,6,0.0877,green
14,E,U,6,0.0901,green
14,E,U,6,0.014,lime green
14,E,U,7,0.0191,purple
14,E,U,8,0.0091,green
14,E,U,8,0.02,green
14,E,U,8,0.062,green
14,W,F,1,0.0048,red
14,W,F,1,0.0073,red
14,W,F,1,0.0078,red
14,W,F,1,0.0108,red
14,W,F,1,0.018,red
14,W,F,1,0.0267,red
14,W,F,1,0.0281,red
14,W,F,1,0.032,red
14,W,F,1,0.0381,red
14,W,F,1,0.0457,red
14,W,F,1,0.1364,red
14,W,F,1,0.9595,teal
14,W,F,1,1.4023,teal
14,W,F,2,0.1002,plain
14,W,F,2,0.1268,plain
14,W,F,2,0.4216,plain
14,W,F,2,0.0369,prism red
14,W,F,2,0.037,prism red
14,W,F,3,0.1663,lime green
14,W,F,3,0.0102,plain
14,W,F,3,0.0111,plain
14,W,F,3,0.0113,plain
14,W,F,3,0.0134,plain
14,W,F,3,0.0139,plain
14,W,F,3,0.0149,plain
14,W,F,3,0.0168,plain
14,W,F,3,0.0191,plain
14,W,F,3,0.02,plain
14,W,F,3,0.0216,plain
14,W,F,3,0.0219,plain
14,W,F,3,0.0227,plain
14,W,F,3,0.0293,plain
14,W,F,3,0.0348,plain
14,W,F,3,0.0354,plain
14,W,F,3,0.0373,plain
14,W,F,3,0.0513,plain
14,W,F,3,0.055,teal
14,W,F,3,0.0556,teal
14,W,F,3,0.1163,teal
14,W,F,3,0.1454,teal
14,W,F,3,0.207,teal
14,W,F,3,0.2129,teal
14,W,F,3,0.2874,teal
14,W,F,3,0.2967,teal
14,W,F,3,0.2992,teal
14,W,F,3,0.326,teal
14,W,F,3,0.344,teal
14,W,F,3,0.3622,teal
14,W,F,3,0.3747,teal
14,W,F,3,0.4088,teal
14,W,F,4,0.1975,plain
14,W,F,4,0.208,plain
14,W,F,4,0.0372,teal
14,W,F,4,0.0638,teal
14,W,F,4,0.3106,teal
14,W,F,4,1.5007,teal
14,W,F,4,1.6605,teal
14,W,F,4,2.0032,teal
14,W,F,4,2.1564,teal
14,W,F,5,1.841,teal
14,W,F,5,5.9587,teal
14,W,F,6,0.0353,teal
14,W,F,6,0.0774,teal
14,W,F,6,0.1862,teal
14,W,F,6,0.4227,teal
14,W,F,6,0.2402,teal
14,W,F,7,0.2556,red
14,W,F,7,0.6265,teal
14,W,F,7,2.1394,teal
14,W,M,3,0.0531,lime green
14,W,M,3,0.0202,plain
14,W,M,3,0.0412,plain
14,W,M,3,0.0422,plain
14,W,M,3,0.0324,teal
14,W,M,3,0.0419,teal
14,W,M,3,0.1361,teal
14,W,M,3,0.1419,teal
14,W,M,3,0.1552,teal
14,W,M,3,0.2621,teal
14,W,M,3,0.2682,teal
14,W,M,3,0.3109,teal
14,W,M,3,0.3122,teal
14,W,M,3,0.322,teal
14,W,M,4,0.0087,red
14,W,M,4,0.1477,teal
14,W,M,4,0.1905,teal
14,W,M,4,0.1929,teal
14,W,M,4,0.199,teal
14,W,M,4,0.3718,teal
14,W,M,5,0.2434,red
14,W,M,6,0.5325,teal
14,W,M,6,0.5511,teal
14,W,M,7,0.1775,teal
14,W,M,7,0.7144,teal
14,W,M,7,0.2016,teal
14,W,U,2,0.0097,prism red
14,W,U,3,0.0041,red
14,W,U,3,0.044,red
14,W,U,4,0.0173,prism red
14,W,U,4,0.1295,red
16,E,F,1,0.3666,plain
16,E,F,4,0.1386,plain
16,E,F,4,0.0445,plain
16,E,F,4,0.1756,plain
16,E,M,1,0.0033,orange
16,E,M,3,0.1557,plain
16,E,M,4,0.0027,orange
16,E,M,4,0.0054,orange
16,E,U,1,0.0012,orange
16,E,U,2,0.0047,blue
16,E,U,2,0.0008,orange
16,E,U,2,0.0406,orange
16,E,U,2,0.0396,plain
16,E,U,4,0.0042,blue
16,E,U,4,0.0015,orange
16,E,U,4,0.0037,orange
16,E,U,4,0.0084,orange
16,E,U,4,0.0095,orange
16,E,U,4,0.1781,plain
16,E,U,5,0.0031,blue
16,E,U,5,0.0108,orange
16,E,U,5,0.0116,orange
16,E,U,5,0.0976,orange
16,E,U,6,0.0016,blue
16,E,U,6,0.0039,blue
16,E,U,6,0.0151,orange
16,E,U,6,0.023,plain
16,W,F,2,0.1242,plain
16,W,F,2,3.1643,plain
16,W,F,4,0.1978,plain
16,W,F,4,1.1035,plain
16,W,F,5,0.7707,plain
16,W,F,7,0.0408,plain
16,W,F,7,0.0415,plain
16,W,M,1,0.4483,plain
16,W,M,2,0.1936,plain
16,W,M,4,0.0347,plain
16,W,M,5,1.7255,plain
16,W,M,7,0.0299,plain
16,W,M,7,0.1163,plain
16,W,M,7,0.3078,plain
16,W,M,8,0.4149,plain
16,W,U,1,0.0016,orange
16,W,U,2,0.0479,orange
16,W,U,3,0.0206,orange
16,W,U,3,0.0038,plain
16,W,U,3,0.3756,plain
16,W,U,4,0.0038,orange
16,W,U,4,0.0242,orange
16,W,U,4,0.0157,plain
16,W,U,4,0.0424,plain
16,W,U,4,0.0571,plain
16,W,U,5,0.0028,orange
16,W,U,5,0.0034,orange
16,W,U,5,0.0034,orange
16,W,U,5,0.006,orange
16,W,U,5,0.0759,plain
17,E,F,1,0.1122,blue
17,E,F,1,0.3009,plain
17,E,F,1,0.3639,plain
17,E,F,3,0.0316,plain
17,E,F,3,0.0521,plain
17,E,F,3,0.0651,plain
17,E,F,3,0.1624,plain
17,E,F,3,0.224,plain
17,E,F,3,0.2523,plain
17,E,F,3,0.3694,plain
17,E,F,4,0.0011,blue
17,E,F,4,0.0024,blue
17,E,F,4,0.0027,blue
17,E,F,4,0.0046,blue
17,E,F,4,0.0067,blue
17,E,F,4,0.0088,blue
17,E,F,4,0.0117,blue
17,E,F,4,0.013,blue
17,E,F,4,0.0452,blue
17,E,F,4,0.0539,blue
17,E,F,4,0.0365,plain
17,E,F,4,0.0426,plain
17,E,F,4,0.0476,plain
17,E,F,4,0.0484,plain
17,E,F,4,0.0542,plain
17,E,F,4,0.06,plain
17,E,F,4,0.0828,plain
17,E,F,4,0.0875,plain
17,E,F,4,0.1292,plain
17,E,F,4,0.1355,plain
17,E,F,4,0.1481,plain
17,E,F,4,0.244,plain
17,E,F,4,0.3171,plain
17,E,F,4,0.3569,plain
17,E,F,4,0.0316,plain
17,E,F,4,0.06,plain
17,E,F,5,0.0384,plain
17,E,F,8,0.1054,plain
17,E,F,8,0.1446,plain
17,E,M,1,0.0734,blue
17,E,M,3,0.0532,blue
17,E,M,3,0.032,blue
17,E,M,3,0.0684,blue
17,E,M,3,0.0688,blue
17,E,M,3,0.0124,plain
17,E,M,3,0.0246,plain
17,E,M,3,0.0547,plain
17,E,M,3,0.0185,plain
17,E,M,3,0.1347,plain
17,E,M,3,0.1432,plain
17,E,M,3,0.2138,plain
17,E,M,4,0.1025,blue
17,E,M,4,0.0071,blue
17,E,M,4,0.0078,blue
17,E,M,4,0.0108,blue
17,E,M,4,0.0118,blue
17,E,M,4,0.0161,blue
17,E,M,4,0.0167,blue
17,E,M,4,0.0261,blue
17,E,M,4,0.0285,blue
17,E,M,4,0.0302,blue
17,E,M,4,0.015,plain
17,E,M,4,0.0631,plain
17,E,M,4,0.1083,plain
17,E,M,4,0.1744,plain
17,E,M,4,0.0831,plain
17,E,M,4,0.0159,plain
17,E,M,4,0.0391,plain
17,E,M,4,0.157,plain
17,E,M,4,0.0123,yellow
17,E,M,8,0.2201,plain
17,W,F,2,0.0505,blue
17,W,F,2,0.2468,blue
17,W,F,2,0.0767,green
17,W,F,2,0.0968,green
17,W,F,2,0.2278,green
17,W,F,2,0.1264,green
17,W,F,2,0.1333,green
17,W,F,2,0.4933,green
17,W,F,2,1.3869,orange
17,W,F,2,0.0634,purple
17,W,F,3,0.0496,blue
17,W,F,3,0.2852,blue
17,W,F,3,0.2884,blue
17,W,F,3,0.0118,plain
17,W,F,3,0.012,plain
17,W,F,3,0.1226,plain
17,W,F,3,0.1431,plain
17,W,F,3,0.792,plain
17,W,F,3,0.477,plain
17,W,F,3,0.5746,plain
17,W,F,3,0.8316,plain
17,W,F,3,1.1437,plain
17,W,F,3,1.4321,plain
17,W,F,4,0.523,blue
17,W,F,4,0.7145,blue
17,W,F,4,0.6593,orange
17,W,F,4,1.5898,orange
17,W,F,4,2.3033,orange
17,W,F,4,0.054,plain
17,W,F,4,0.0732,plain
17,W,F,4,0.0816,plain
17,W,F,4,0.1354,plain
17,W,F,4,0.1415,plain
17,W,F,4,0.1226,plain
17,W,F,4,0.1477,plain
17,W,F,5,0.1031,blue
17,W,F,5,0.1834,blue
17,W,F,5,0.5992,blue
17,W,F,5,0.4497,orange
17,W,F,5,0.7036,orange
17,W,F,5,1.022,orange
17,W,F,5,1.4234,orange
17,W,F,5,0.1814,plain
17,W,F,6,0.0306,blue
17,W,F,6,0.0525,blue
17,W,F,6,0.1022,blue
17,W,F,6,0.0921,"orange, yellow"
17,W,F,6,0.1128,"orange, yellow"
17,W,F,6,0.1039,"orange, yellow"
17,W,F,6,0.1579,"orange, yellow"
17,W,F,6,0.5082,"orange, yellow"
17,W,F,7,0.0322,plain
17,W,F,7,0.1586,plain
17,W,F,7,0.0347,plain
17,W,F,7,0.0543,purple
17,W,F,7,0.0078,purple
17,W,F,7,0.0127,purple
17,W,F,7,0.0177,purple
17,W,F,7,0.0341,purple
17,W,F,7,0.0929,yellow
17,W,F,7,0.18,yellow
17,W,F,7,0.3422,yellow
17,W,M,2,0.0539,blue
17,W,M,2,0.3551,green
17,W,M,2,0.2303,green
17,W,M,2,0.3162,green
17,W,M,2,0.5477,green
17,W,M,2,0.8865,green
17,W,M,3,0.3478,blue
17,W,M,3,0.509,blue
17,W,M,3,0.0155,plain
17,W,M,3,0.0594,plain
17,W,M,3,0.2752,plain
17,W,M,4,0.5341,orange
17,W,M,4,0.058,plain
17,W,M,4,0.0756,plain
17,W,M,5,0.2025,blue
17,W,M,5,0.0583,green
17,W,M,6,0.0276,blue
17,W,M,6,0.0898,blue
17,W,M,6,0.0551,plain
17,W,M,6,0.0136,purple
17,W,M,6,0.1137,yellow
17,W,M,7,0.1878,blue
17,W,M,7,0.0288,plain
17,W,M,7,0.032,plain
17,W,M,7,0.157,plain
17,W,M,7,0.0066,purple
17,W,M,7,0.0448,yellow
17,W,M,7,0.0902,yellow
17,W,M,7,0.143,yellow
19,E,F,1,0.1324,orange
19,E,F,1,0.9294,orange
19,E,F,1,2.1359,orange
19,E,F,2,0.0942,blue
19,E,F,2,5.1985,plain
19,E,F,2,4.4222,plain
19,E,F,2,0.9922,plain
19,E,F,2,0.2848,plain
19,E,F,2,0.4764,plain
19,E,F,3,0.2519,plain
19,E,F,3,0.1398,plain
19,E,F,3,4.0442,plain
19,E,F,4,0.6659,plain
19,E,F,4,0.7073,plain
19,E,F,5,0.0227,blue
19,E,F,5,0.1108,plain
19,E,F,5,1.4049,plain
19,E,F,5,0.5072,plain
19,E,F,5,1.691,plain
19,E,F,6,1.0018,plain
19,E,F,7,0.512,plain
19,E,F,7,0.0931,plain
19,E,F,7,0.6343,plain
19,E,F,7,0.4517,plain
19,E,F,7,1.9336,plain
19,E,F,7,0.0452,red
19,E,F,8,0.1267,blue
19,E,F,8,0.1383,plain
19,E,F,8,0.0989,plain
19,E,F,8,0.6616,plain
19,E,F,8,1.684,plain
19,E,F,8,4.019,plain
19,E,M,1,0.0511,blue
19,E,M,1,0.2365,plain
19,E,M,2,0.0328,blue
19,E,M,2,0.0394,blue
19,E,M,2,1.539,plain
19,E,M,2,2.5708,plain
19,E,M,3,0.0408,blue
19,E,M,3,0.0097,lime green
19,E,M,3,0.3298,plain
19,E,M,3,1.3618,plain
19,E,M,4,5.8066,plain
19,E,M,5,0.4415,plain
19,E,M,5,1.6433,plain
19,E,M,6,0.0263,blue
19,E,M,6,0.1147,plain
19,E,M,7,0.004,blue
19,E,M,7,0.0078,blue
19,E,M,7,0.5136,plain
19,E,M,7,0.0863,plain
19,E,M,7,2.8771,plain
19,E,M,7,2.2155,plain
19,E,M,7,1.0146,plain
19,E,M,7,4.1986,plain
19,E,M,8,0.0318,blue
19,E,M,8,0.3044,plain
19,E,M,8,1.2563,plain
19,E,U,1,0.0026,lime green
19,E,U,2,0.0333,blue
19,E,U,2,0.0376,blue
19,E,U,2,0.0044,lime green
19,E,U,2,0.0076,lime green
19,E,U,2,0.2083,plain
19,E,U,2,0.0034,red
19,E,U,3,0.0019,lime green
19,E,U,3,0.1283,plain
19,E,U,3,0.0354,plain
19,E,U,4,0.0031,red
19,E,U,5,0.0008,red
19,E,U,7,0.0173,blue
19,E,U,7,0.0037,red
19,E,U,8,0.001,blue
19,E,U,8,0.0036,blue
19,E,U,8,0.0137,blue
19,W,F,6,0.0491,purple
19,W,F,6,0.0674,purple
19,W,F,6,0.074,purple
19,W,M,1,0.0064,lime green
19,W,M,7,0.0041,red
19,W,U,1,0.0982,plain
19,W,U,3,0.0022,plain
19,W,U,5,0.0168,blue
19,W,U,6,0.003,purple
19,W,U,6,0.0085,red
19,W,U,8,0.0015,blue
21,E,F,2,1.9177,plain
21,E,F,4,0.266,plain
21,E,F,5,0.1973,plain
21,E,F,7,1.5656,plain
21,E,F,7,0.0362,plain
21,E,M,7,1.0462,plain
21,E,M,8,0.0362,plain
21,E,U,8,0.0054,plain
21,W,F,4,0.4125,plain
21,W,F,4,0.64,plain
21,W,F,4,1.8019,plain
21,W,F,4,2.3785,plain
21,W,M,1,0.1176,blue
21,W,M,2,0.0099,blue
21,W,U,2,0.0022,lime green
21,W,U,2,0.0026,orange
21,W,U,6,0.159,blue
21,W,U,7,0.0068,blue
22,E,F,1,0.0726,blue
22,E,F,1,0.0225,blue
22,E,F,1,0.064,blue
22,E,F,1,0.0084,red
22,E,F,2,0.0228,blue
22,E,F,2,0.0082,blue
22,E,F,2,0.029,blue
22,E,F,2,0.0363,blue
22,E,F,2,0.2162,plain
22,E,F,2,0.4244,plain
22,E,F,2,0.0038,purple
22,E,F,2,0.0336,purple
22,E,F,2,0.0037,red
22,E,F,2,0.0043,red
22,E,F,3,0.5122,blue
22,E,F,3,0.0249,purple
22,E,F,3,0.0328,purple
22,E,F,3,0.0371,purple
22,E,F,3,0.0425,purple
22,E,F,3,0.0541,purple
22,E,F,3,0.0606,purple
22,E,F,3,0.0104,red
22,E,F,3,0.0143,red
22,E,F,3,0.026,red
22,E,F,3,0.5596,white
22,E,F,3,1.2755,white
22,E,F,4,0.0095,blue
22,E,F,4,0.0095,blue
22,E,F,4,0.0182,blue
22,E,F,4,0.0192,blue
22,E,F,4,0.02,blue
22,E,F,4,0.0277,blue
22,E,F,4,0.0287,blue
22,E,F,4,0.0354,blue
22,E,F,4,0.0365,blue
22,E,F,4,0.0379,blue
22,E,F,4,0.0234,plain
22,E,F,4,0.0354,plain
22,E,F,4,0.0736,plain
22,E,F,4,0.0749,plain
22,E,F,4,0.0788,plain
22,E,F,4,0.0966,plain
22,E,F,4,0.1025,plain
22,E,F,4,0.1308,plain
22,E,F,4,0.1862,plain
22,E,F,4,0.1948,plain
22,E,F,4,0.2063,plain
22,E,F,4,0.217,plain
22,E,F,6,0.0285,blue
22,E,F,6,0.0616,blue
22,E,F,6,0.0773,blue
22,E,F,6,0.0831,blue
22,E,F,6,0.0866,blue
22,E,F,6,0.1199,blue
22,E,F,6,0.1388,blue
22,E,F,6,0.1783,blue
22,E,F,6,0.1928,blue
22,E,F,6,0.2674,blue
22,E,F,6,0.2813,blue
22,E,F,6,0.3157,blue
22,E,F,6,0.478,blue
22,E,F,6,1.182,plain
22,E,F,6,0.3698,plain
22,E,F,6,0.4126,plain
22,E,F,6,0.4632,plain
22,E,F,6,0.4818,plain
22,E,F,6,0.0071,purple
22,E,F,6,0.0315,purple
22,E,F,6,0.0072,red
22,E,F,6,0.118,red
22,E,F,6,0.1225,red
22,E,M,1,0.014,blue
22,E,M,1,0.0224,blue
22,E,M,1,0.0335,blue
22,E,M,1,0.1554,plain
22,E,M,1,0.3132,plain
22,E,M,1,0.3133,plain
22,E,M,1,0.0043,red
22,E,M,1,0.006,red
22,E,M,1,0.0132,red
22,E,M,2,0.1157,blue
22,E,M,2,0.5125,blue
22,E,M,2,0.1035,plain
22,E,M,3,0.0988,blue
22,E,M,3,0.0091,red
22,E,M,4,0.1076,plain
22,E,M,6,0.1914,blue
22,E,M,6,0.0242,blue
22,E,M,6,0.0379,blue
22,E,M,6,0.0563,blue
22,E,M,6,0.0628,blue
22,E,M,6,0.0716,blue
22,E,M,6,0.1226,blue
22,E,M,6,0.1336,blue
22,E,M,6,0.1339,blue
22,E,M,6,0.1471,blue
22,E,M,6,0.0364,plain
22,E,M,6,0.0943,plain
22,E,M,6,0.0964,plain
22,E,M,6,0.1024,plain
22,E,M,6,0.1074,plain
22,E,M,6,0.1085,plain
22,E,M,6,0.1774,plain
22,E,M,6,0.1969,plain
22,E,M,6,0.2389,plain
22,E,M,6,0.2702,plain
22,E,M,6,0.5928,plain
22,E,M,6,0.0144,red
22,E,M,6,0.0231,red
22,E,U,2,0.0016,red
22,No side,F,6,0.0821,blue
22,W,F,2,0.0289,blue
22,W,F,2,0.0031,blue
22,W,F,2,0.0036,blue
22,W,F,2,0.0111,blue
